visitorid,itemid,score
458,114,4.7941
458,251,4.7374
458,474,4.689
458,1449,4.6635
458,100,4.6213
458,1642,4.5915
458,119,4.5806
458,408,4.5798
458,512,4.5179
458,285,4.5088
459,22,4.2486
459,96,4.2035
459,174,4.1432
459,316,4.1289
459,1063,4.0932
459,966,4.0793
459,181,4.0635
459,1189,4.0519
459,1169,4.0467
459,172,4.0371
460,1449,4.5312
460,251,4.4385
460,1512,4.2722
460,127,4.1798
460,114,4.1746
460,856,4.1704
460,119,4.1682
460,285,4.121
460,887,4.1167
460,1642,4.1151
461,718,4.4478
461,1159,4.3355
461,100,4.2791
461,345,4.2722
461,1006,4.2597
461,9,4.2436
461,1524,4.1887
461,750,4.1847
461,191,4.1817
461,463,4.1423
462,1242,5.6894
462,64,5.3834
462,22,5.27
462,313,5.2411
462,1664,5.2273
462,318,5.2076
462,1450,5.0749
462,1589,5.0316
462,272,5.0268
462,887,5.0127
463,1167,4.394
463,887,4.261
463,57,4.0938
463,947,4.082
463,408,4.0791
463,253,4.0653
463,1233,4.0613
463,318,4.0563
463,589,4.0408
463,258,4.0219
464,318,5.1202
464,1449,5.0351
464,169,5.0139
464,64,5.0119
464,50,5.0083
464,119,4.9873
464,408,4.9845
464,302,4.9776
464,483,4.9606
464,1398,4.9432
465,408,4.0872
465,114,4.0853
465,251,4.0566
465,1398,4.0494
465,1449,3.9862
465,1642,3.9815
465,169,3.9768
465,119,3.9662
465,613,3.916
465,603,3.9041
466,1607,4.6936
466,899,4.4476
466,1450,4.399
466,902,4.3621
466,1176,4.3488
466,96,4.334
466,318,4.3181
466,1612,4.3174
466,520,4.2063
466,22,4.1718
467,56,4.5236
467,64,4.4533
467,246,4.4256
467,268,4.3594
467,521,4.3183
467,169,4.3151
467,963,4.3119
467,48,4.269
467,180,4.268
467,318,4.2635
468,50,4.8465
468,1142,4.8142
468,64,4.7781
468,483,4.7704
468,408,4.7409
468,318,4.7353
468,427,4.7333
468,178,4.7306
468,174,4.7134
468,480,4.6901
469,1449,5.1484
469,1398,5.0312
469,483,5.0092
469,694,4.9719
469,1642,4.9597
469,474,4.9314
469,114,4.9065
469,603,4.9062
469,408,4.8684
469,134,4.8509
470,1449,4.4996
470,185,4.473
470,318,4.4199
470,1131,4.4156
470,483,4.3966
470,98,4.3628
470,1169,4.3524
470,1642,4.3401
470,64,4.3259
470,427,4.3124
471,465,4.555
471,102,4.5185
471,932,4.4443
471,477,4.3751
471,422,4.3477
471,1466,4.21
471,140,4.1189
471,793,4.0936
471,691,4.0218
471,756,4.0173
472,1589,5.6469
472,169,5.5297
472,1169,5.4249
472,1449,5.395
472,50,5.3773
472,114,5.2768
472,1122,5.2695
472,921,5.2227
472,64,5.2068
472,963,5.1954
473,246,4.5845
473,694,4.5816
473,64,4.5034
473,178,4.498
473,963,4.4825
473,1142,4.4501
473,705,4.435
473,521,4.4272
473,268,4.4148
473,187,4.4045
474,127,4.9688
474,1449,4.9508
474,318,4.9044
474,64,4.8879
474,408,4.8191
474,483,4.7995
474,114,4.7777
474,357,4.7758
474,313,4.7714
474,511,4.7682
475,173,4.9177
475,50,4.7369
475,181,4.63
475,431,4.5992
475,776,4.5851
475,96,4.5204
475,12,4.5124
475,172,4.497
475,645,4.4944
475,42,4.4663
476,64,4.6674
476,50,4.5839
476,12,4.5372
476,408,4.5366
476,169,4.4727
476,318,4.4715
476,173,4.462
476,83,4.4614
476,251,4.4325
476,613,4.4314
477,64,5.3151
477,1589,5.2385
477,963,5.2206
477,958,5.2193
477,1169,5.1994
477,83,5.1818
477,318,5.1451
477,394,5.1206
477,50,5.0713
477,496,5.061
478,515,4.731
478,657,4.6126
478,969,4.5124
478,603,4.4953
478,487,4.4948
478,143,4.4946
478,318,4.4527
478,357,4.443
478,1398,4.4023
478,1022,4.3843
479,169,4.8391
479,50,4.4972
479,1589,4.4963
479,408,4.4946
479,12,4.4366
479,1524,4.3869
479,945,4.3522
479,114,4.3483
479,174,4.3345
479,119,4.3293
480,119,4.3541
480,169,4.3102
480,408,4.2985
480,474,4.2845
480,173,4.227
480,12,4.2166
480,513,4.2109
480,1398,4.1749
480,124,4.1748
480,694,4.1687
481,1167,5.0841
481,1449,4.9909
481,50,4.8323
481,318,4.7691
481,408,4.766
481,694,4.7165
481,483,4.6706
481,1122,4.6485
481,511,4.638
481,1194,4.6236
482,313,4.4414
482,22,4.4197
482,169,4.3522
482,272,4.2601
482,1589,4.2415
482,64,4.2304
482,1159,4.1979
482,318,4.1891
482,12,4.1806
482,1169,4.1502
483,408,4.0725
483,647,3.9121
483,230,3.8599
483,228,3.7919
483,703,3.7856
483,1167,3.7755
483,902,3.7673
483,50,3.7648
483,1116,3.732
483,19,3.726
484,174,4.9001
484,50,4.8867
484,22,4.8179
484,169,4.8087
484,172,4.759
484,1063,4.732
484,313,4.728
484,408,4.726
484,318,4.6985
484,181,4.669
485,889,4.4278
485,302,4.3003
485,1131,4.285
485,251,4.2474
485,1398,4.2068
485,119,4.1851
485,185,4.1628
485,242,4.1612
485,306,4.1404
485,657,4.1068
486,1398,4.4266
486,64,4.3675
486,1405,4.3578
486,251,4.3089
486,483,4.2944
486,119,4.2695
486,185,4.2665
486,603,4.2468
486,306,4.2424
486,318,4.224
487,169,4.7896
487,1589,4.7302
487,408,4.694
487,114,4.6274
487,174,4.5528
487,64,4.5261
487,1449,4.5095
487,22,4.5054
487,1064,4.481
487,1269,4.4795
488,313,4.0075
488,64,3.9597
488,1269,3.9417
488,50,3.9356
488,174,3.9319
488,22,3.9212
488,1589,3.9036
488,169,3.9016
488,173,3.8746
488,12,3.8412
489,1169,5.0633
489,520,4.9319
489,1293,4.8794
489,313,4.8501
489,183,4.8331
489,96,4.8231
489,1612,4.8096
489,1063,4.787
489,195,4.785
489,22,4.7692
490,253,3.8544
490,109,3.8404
490,968,3.7802
490,652,3.7734
490,718,3.7272
490,302,3.694
490,32,3.6669
490,114,3.6651
490,675,3.6569
490,262,3.6482
491,408,5.0317
491,1589,4.886
491,114,4.7712
491,543,4.7233
491,1233,4.7154
491,515,4.6835
491,12,4.6478
491,173,4.6322
491,45,4.5865
491,513,4.5794
492,127,4.2475
492,521,4.2277
492,408,4.1953
492,114,4.1933
492,187,4.1648
492,251,4.1412
492,180,4.1298
492,64,4.1051
492,56,4.1014
492,124,4.0927
493,50,4.8043
493,520,4.7508
493,1589,4.6997
493,174,4.6946
493,172,4.6788
493,313,4.6682
493,144,4.6399
493,181,4.5987
493,22,4.5918
493,1450,4.5529
494,313,4.8722
494,169,4.8005
494,98,4.7078
494,1063,4.6947
494,22,4.6941
494,408,4.643
494,64,4.5981
494,1449,4.5866
494,223,4.5775
494,174,4.574
495,64,5.1126
495,246,5.0491
495,900,5.0233
495,195,5.0052
495,169,5.0049
495,1019,4.9369
495,1589,4.9359
495,1169,4.9065
495,1268,4.8809
495,915,4.8614
496,1240,4.8595
496,1589,4.5125
496,854,4.4026
496,50,4.2821
496,173,4.2051
496,171,4.1912
496,268,4.1744
496,42,4.1715
496,251,4.1456
496,1467,4.1307
497,1589,4.2725
497,50,4.2442
497,313,4.2319
497,169,4.1637
497,181,4.1508
497,64,4.1059
497,114,4.0622
497,22,4.0524
497,173,4.0449
497,246,4.0428
498,1589,4.102
498,56,4.0736
498,512,4.0457
498,179,3.9688
498,60,3.9555
498,1524,3.9344
498,127,3.933
498,320,3.9162
498,646,3.9059
498,180,3.9038
499,114,4.8291
499,313,4.6613
499,318,4.6406
499,1302,4.606
499,272,4.6018
499,750,4.5763
499,64,4.4659
499,936,4.4629
499,169,4.4446
499,923,4.4418
500,1449,4.6159
500,1589,4.5886
500,60,4.5037
500,921,4.4431
500,641,4.3592
500,1122,4.3128
500,276,4.2994
500,114,4.2993
500,654,4.2819
500,514,4.2746
501,1589,4.7175
501,1449,4.6368
501,1642,4.6225
501,1467,4.5984
501,64,4.5984
501,169,4.5771
501,1398,4.5216
501,1169,4.5192
501,56,4.5065
501,475,4.5026
502,271,4.4894
502,1605,4.4408
502,1135,4.439
502,96,4.4209
502,1019,4.3803
502,1268,4.3802
502,385,4.3592
502,144,4.2987
502,186,4.259
502,219,4.2531
503,251,5.1127
503,963,5.0318
503,694,4.9852
503,432,4.9446
503,408,4.9161
503,221,4.9097
503,132,4.8983
503,124,4.875
503,474,4.8434
503,483,4.8414
504,64,4.7282
504,318,4.6081
504,313,4.493
504,963,4.4705
504,223,4.4381
504,98,4.3831
504,735,4.3826
504,1589,4.3486
504,1642,4.3161
504,1169,4.3067
505,1242,4.4743
505,318,4.4367
505,496,4.2605
505,64,4.1492
505,378,4.0996
505,1450,4.0866
505,133,4.051
505,313,3.9923
505,143,3.9776
505,520,3.9286
506,174,4.6576
506,169,4.6554
506,1064,4.5709
506,318,4.5298
506,64,4.5298
506,1169,4.527
506,79,4.5168
506,483,4.5041
506,480,4.4914
506,496,4.4783
507,1169,6.1126
507,394,5.8886
507,313,5.5246
507,318,5.5007
507,50,5.3885
507,133,5.3859
507,1138,5.3708
507,272,5.3289
507,1122,5.3283
507,64,5.3179
508,1398,4.8922
508,1405,4.7804
508,483,4.7577
508,474,4.7106
508,134,4.6654
508,513,4.6422
508,603,4.6403
508,1449,4.63
508,285,4.6007
508,793,4.5932
509,185,4.0987
509,443,4.0914
509,615,4.0662
509,1467,4.0326
509,98,3.9953
509,192,3.9905
509,50,3.9849
509,302,3.9831
509,530,3.9466
509,1022,3.9343
510,313,4.3832
510,1192,4.2437
510,64,4.117
510,22,4.0787
510,318,4.0672
510,113,3.9532
510,300,3.9016
510,1233,3.8629
510,496,3.8264
510,79,3.7842
511,11,4.8403
511,1169,4.7441
511,320,4.7098
511,64,4.6981
511,482,4.6728
511,219,4.6681
511,12,4.6653
511,56,4.6649
511,813,4.6147
511,1368,4.5914
512,1449,5.1691
512,1589,5.0366
512,408,4.9394
512,483,4.9327
512,12,4.8884
512,1398,4.8884
512,515,4.8852
512,50,4.8603
512,478,4.8573
512,507,4.8487
513,174,4.9299
513,313,4.9063
513,1189,4.9024
513,50,4.8653
513,1169,4.8336
513,900,4.8111
513,520,4.8108
513,64,4.8092
513,22,4.794
513,408,4.7763
514,64,4.702
514,408,4.6592
514,169,4.6461
514,318,4.5246
514,50,4.5201
514,173,4.5077
514,1589,4.5039
514,114,4.4624
514,223,4.4501
514,963,4.4399
515,1605,3.9333
515,1169,3.9172
515,1019,3.8343
515,516,3.8278
515,129,3.7839
515,1022,3.7651
515,1012,3.7519
515,313,3.7274
515,1286,3.7209
515,1589,3.7124
516,1642,5.0718
516,1449,5.0381
516,745,4.9755
516,923,4.8614
516,189,4.8516
516,408,4.7792
516,1589,4.7549
516,114,4.753
516,1466,4.7478
516,613,4.7467
517,258,4.4943
517,169,4.4599
517,718,4.4332
517,50,4.3542
517,64,4.3141
517,408,4.3082
517,223,4.2758
517,919,4.2737
517,337,4.2276
517,429,4.1839
518,516,5.0732
518,1589,5.0699
518,1167,4.9484
518,1449,4.8888
518,1159,4.8813
518,1269,4.8511
518,258,4.8383
518,126,4.7158
518,1122,4.6732
518,113,4.6283
519,902,5.9979
519,613,5.4836
519,793,5.2847
519,718,5.1994
519,1137,5.1525
519,1639,5.1357
519,1129,5.0962
519,922,5.0721
519,19,5.0694
519,652,5.0298
520,251,4.5228
520,898,4.4977
520,543,4.4709
520,318,4.4319
520,286,4.3813
520,242,4.3706
520,1449,4.3626
520,14,4.3282
520,1398,4.3038
520,269,4.3028
521,1589,4.1432
521,12,3.9008
521,50,3.8904
521,173,3.8327
521,64,3.8102
521,169,3.7925
521,1467,3.7702
521,313,3.7607
521,198,3.7546
521,42,3.7542
522,474,4.8081
522,1143,4.7483
522,180,4.7309
522,56,4.7104
522,320,4.7009
522,1142,4.628
522,127,4.5964
522,408,4.5839
522,135,4.5727
522,119,4.5712
523,1449,5.3471
523,483,5.1434
523,1194,5.1043
523,318,5.0943
523,736,5.0644
523,694,5.046
523,275,5.0379
523,1064,5.0161
523,958,5.0134
523,427,5.0071
524,1131,4.6906
524,1449,4.6216
524,1651,4.5023
524,1650,4.5023
524,1645,4.5023
524,1636,4.5023
524,1631,4.5023
524,1642,4.4532
524,1368,4.4243
524,127,4.4178
525,408,4.2794
525,318,4.2653
525,1007,4.2143
525,83,4.1981
525,1449,4.1861
525,515,4.1542
525,114,4.1536
525,269,4.1433
525,1642,4.1373
525,969,4.1355
526,1398,4.769
526,1642,4.7484
526,114,4.7395
526,318,4.71
526,357,4.6675
526,603,4.6103
526,1137,4.6082
526,285,4.6031
526,483,4.6019
526,1449,4.5955
527,23,4.3354
527,187,4.33
527,127,4.3153
527,357,4.2912
527,483,4.2352
527,1143,4.2293
527,178,4.2291
527,100,4.2271
527,180,4.2225
527,1142,4.2132
528,169,4.7956
528,174,4.6261
528,50,4.5729
528,12,4.5018
528,1467,4.4567
528,172,4.4426
528,181,4.4245
528,173,4.4243
528,1589,4.4079
528,313,4.3657
529,1589,5.1647
529,169,4.8181
529,408,4.7375
529,189,4.7121
529,963,4.7086
529,915,4.6927
529,1159,4.6869
529,246,4.6802
529,1019,4.6512
529,1122,4.6298
530,318,4.7494
530,64,4.5907
530,1449,4.5853
530,1398,4.5694
530,1642,4.5627
530,316,4.5375
530,272,4.5121
530,1169,4.4668
530,603,4.4668
530,190,4.4569
531,1449,4.705
531,272,4.6918
531,113,4.6874
531,990,4.6431
531,750,4.6389
531,114,4.5906
531,313,4.5856
531,318,4.5411
531,1020,4.5389
531,1167,4.5383
532,318,5.3429
532,64,5.2944
532,1169,5.2625
532,313,5.2571
532,22,5.1852
532,520,5.1468
532,1450,5.1063
532,174,5.0928
532,98,5.0658
532,79,5.058
533,496,4.493
533,318,4.4398
533,1233,4.3967
533,64,4.3066
533,1192,4.2867
533,408,4.251
533,22,4.207
533,313,4.1884
533,1167,4.1806
533,174,4.1554
534,1589,5.5581
534,1159,5.4915
534,169,5.4132
534,1169,5.2705
534,1467,5.1568
534,189,5.1252
534,173,5.0503
534,114,5.045
534,313,5.0291
534,298,5.0257
535,1398,4.5874
535,603,4.5603
535,483,4.5038
535,1169,4.4999
535,169,4.4841
535,1449,4.4795
535,64,4.4734
535,694,4.456
535,134,4.4408
535,114,4.4125
536,50,4.7594
536,318,4.7235
536,174,4.6872
536,169,4.6675
536,496,4.6648
536,408,4.6611
536,172,4.6303
536,429,4.6183
536,173,4.6006
536,181,4.5494
537,1449,3.8997
537,127,3.7849
537,474,3.7734
537,1398,3.7413
537,119,3.7205
537,1512,3.7127
537,357,3.6917
537,654,3.6904
537,1558,3.6881
537,483,3.6865
538,318,4.2714
538,408,4.262
538,205,4.212
538,483,4.1996
538,187,4.1815
538,496,4.1754
538,64,4.1734
538,169,4.1569
538,357,4.1439
538,511,4.1438
539,694,5.0993
539,1449,4.7484
539,136,4.7307
539,483,4.7245
539,1642,4.6585
539,318,4.6563
539,493,4.6495
539,126,4.6038
539,427,4.601
539,1398,4.5886
540,1449,4.9209
540,114,4.7115
540,318,4.6939
540,1398,4.6652
540,1642,4.6485
540,127,4.6108
540,408,4.604
540,483,4.5955
540,1122,4.5014
540,64,4.4994
541,318,4.7383
541,613,4.7016
541,496,4.6788
541,520,4.6734
541,50,4.664
541,515,4.5714
541,1169,4.5608
541,132,4.5472
541,659,4.5453
541,1398,4.5428
542,483,4.3781
542,1449,4.2785
542,603,4.2738
542,1398,4.2475
542,185,4.2336
542,427,4.2146
542,1642,4.2145
542,134,4.2108
542,474,4.1968
542,23,4.1916
543,1449,4.3834
543,1122,4.2907
543,483,4.2712
543,119,4.2345
543,603,4.2291
543,1398,4.2256
543,1642,4.2062
543,482,4.1834
543,1064,4.1695
543,1169,4.1474
544,408,4.0622
544,318,4.0044
544,302,3.9854
544,114,3.9675
544,511,3.9418
544,313,3.9341
544,357,3.9305
544,64,3.9291
544,1449,3.9064
544,12,3.8977
545,50,4.442
545,181,4.4157
545,169,4.3745
545,64,4.3382
545,174,4.3349
545,313,4.3042
545,114,4.3035
545,408,4.2775
545,173,4.2644
545,1467,4.2631
546,787,5.3472
546,1169,5.1919
546,195,5.1808
546,320,5.031
546,434,4.9963
546,50,4.9535
546,183,4.9392
546,1093,4.876
546,96,4.8659
546,172,4.7722
547,127,4.6718
547,114,4.6559
547,318,4.6296
547,313,4.6049
547,302,4.6016
547,408,4.5847
547,64,4.5503
547,718,4.5377
547,357,4.4753
547,169,4.4355
548,1019,5.0708
548,1589,5.0075
548,1012,4.9534
548,144,4.9275
548,183,4.8843
548,313,4.8793
548,173,4.8347
548,96,4.7984
548,195,4.777
548,174,4.7698
549,613,4.578
549,64,4.5524
549,50,4.5249
549,12,4.496
549,318,4.4791
549,1589,4.4542
549,174,4.4524
549,1449,4.4461
549,22,4.4297
549,272,4.4287
550,313,5.038
550,302,4.7903
550,408,4.7775
550,223,4.6912
550,64,4.6889
550,114,4.6804
550,228,4.6501
550,1449,4.6324
550,22,4.6243
550,963,4.5444
551,1449,5.05
551,127,4.9277
551,1019,4.8963
551,1268,4.8944
551,11,4.8885
551,205,4.8546
551,313,4.8308
551,272,4.8211
551,98,4.7962
551,180,4.7804
552,1589,3.9482
552,169,3.9212
552,1169,3.8823
552,64,3.88
552,1159,3.853
552,318,3.8415
552,313,3.8136
552,114,3.7903
552,113,3.7657
552,1449,3.7635
553,1449,5.0728
553,408,4.7145
553,119,4.7099
553,483,4.6898
553,169,4.675
553,114,4.6621
553,100,4.6591
553,694,4.6372
553,98,4.6336
553,511,4.633
554,318,4.4649
554,496,4.296
554,174,4.2836
554,22,4.2711
554,1449,4.2076
554,483,4.2041
554,64,4.1941
554,963,4.1938
554,96,4.1705
554,1064,4.1605
555,1589,5.4551
555,1449,5.1297
555,1159,5.0464
555,189,4.9989
555,1169,4.9662
555,1398,4.8834
555,1122,4.8614
555,921,4.8501
555,1396,4.8496
555,169,4.8454
556,127,5.0717
556,483,5.0345
556,1142,5.0336
556,192,5.0182
556,180,4.9949
556,603,4.9461
556,185,4.9438
556,178,4.9258
556,23,4.9048
556,64,4.9015
557,64,4.9587
557,1589,4.7013
557,56,4.6923
557,1039,4.6821
557,318,4.6456
557,1169,4.6455
557,127,4.6357
557,1398,4.6225
557,963,4.5851
557,408,4.5825
558,1642,4.9125
558,1449,4.8493
558,253,4.8299
558,1589,4.8216
558,1405,4.7975
558,285,4.7324
558,1398,4.6923
558,114,4.6914
558,1639,4.6038
558,923,4.5762
559,515,4.293
559,318,4.285
559,1398,4.2749
559,313,4.2745
559,1169,4.2715
559,133,4.2566
559,580,4.2469
559,520,4.2047
559,199,4.2031
559,603,4.1953
560,1449,4.3548
560,1122,4.1984
560,119,4.147
560,483,4.109
560,1589,4.1072
560,1642,4.1004
560,1398,4.0987
560,408,4.0948
560,134,4.0755
560,169,4.0735
561,1449,4.4381
561,1512,4.4105
561,114,4.079
561,1558,4.011
561,474,4.004
561,647,3.9376
561,60,3.9037
561,408,3.8908
561,641,3.8732
561,1642,3.8677
562,534,4.5115
562,418,4.4881
562,185,4.477
562,132,4.4639
562,378,4.4206
562,416,4.3786
562,498,4.3333
562,1142,4.287
562,99,4.2697
562,573,4.2407
563,478,4.9955
563,64,4.9808
563,1450,4.9377
563,50,4.9311
563,172,4.8753
563,1269,4.8734
563,96,4.847
563,1589,4.8318
563,174,4.8221
563,963,4.804
564,1169,4.1032
564,64,3.9933
564,1138,3.9774
564,113,3.9286
564,50,3.9172
564,318,3.8936
564,181,3.8737
564,169,3.8709
564,313,3.8666
564,272,3.8471
565,1449,5.3681
565,12,5.2495
565,1589,5.2427
565,114,5.1809
565,1512,5.1687
565,463,5.0942
565,1398,5.0579
565,1405,5.0538
565,1558,5.0528
565,169,5.0445
566,1449,4.5777
566,474,4.5018
566,1193,4.5005
566,114,4.4869
566,169,4.4627
566,483,4.4246
566,1589,4.4199
566,189,4.4096
566,856,4.3852
566,285,4.3832
567,1589,4.7311
567,641,4.7311
567,512,4.651
567,1203,4.6269
567,593,4.6183
567,626,4.5838
567,320,4.5775
567,474,4.5665
567,1298,4.5362
567,60,4.5205
568,488,4.3219
568,1203,4.2819
568,641,4.1923
568,615,4.1827
568,134,4.1209
568,192,4.1046
568,603,4.0734
568,1064,4.0218
568,479,4.0062
568,474,3.9919
569,1398,4.7101
569,408,4.6904
569,251,4.6661
569,613,4.6524
569,318,4.6247
569,119,4.5498
569,515,4.5289
569,483,4.519
569,1405,4.5171
569,1449,4.5093
570,1449,4.3437
570,262,4.3431
570,1642,4.339
570,865,4.2716
570,305,4.2656
570,543,4.2387
570,1062,4.2176
570,242,4.1372
570,1639,4.0975
570,1193,4.0876
571,114,4.0388
571,169,4.015
571,408,4.0068
571,1449,3.9554
571,694,3.9542
571,119,3.8964
571,50,3.8573
571,511,3.8452
571,12,3.8348
571,1558,3.8295
572,1405,4.611
572,1159,4.6061
572,113,4.5672
572,1313,4.3479
572,1466,4.3401
572,464,4.2752
572,697,4.2591
572,9,4.2514
572,477,4.2509
572,1286,4.2336
573,483,4.1604
573,1449,4.139
573,408,4.1208
573,1398,4.1172
573,64,4.1011
573,119,4.0943
573,178,4.0925
573,1064,4.0882
573,1642,4.0852
573,318,4.08
574,1167,4.867
574,516,4.7759
574,1062,4.7274
574,1104,4.6912
574,694,4.6544
574,1449,4.5548
574,1269,4.5427
574,408,4.4806
574,855,4.4663
574,57,4.4347
575,1022,4.6539
575,1199,4.2641
575,1192,4.2293
575,843,4.1495
575,207,4.0447
575,463,3.9926
575,515,3.9895
575,603,3.9825
575,173,3.9709
575,718,3.9675
576,313,4.5748
576,169,4.408
576,113,4.3842
576,1169,4.3592
576,64,4.3585
576,22,4.3507
576,1189,4.3349
576,318,4.3198
576,1192,4.2842
576,1063,4.2501
577,64,4.6784
577,318,4.6404
577,963,4.5343
577,22,4.5277
577,313,4.5142
577,1589,4.5079
577,113,4.4976
577,1189,4.4875
577,1167,4.4822
577,50,4.474
578,313,3.798
578,300,3.5589
578,96,3.5284
578,1016,3.5133
578,1605,3.5042
578,173,3.4949
578,265,3.4299
578,144,3.4215
578,117,3.4127
578,310,3.3633
579,1589,4.3722
579,657,4.199
579,83,4.1944
579,496,4.1777
579,1286,4.1704
579,483,4.1699
579,603,4.1656
579,515,4.1598
579,478,4.1538
579,64,4.1366
580,752,4.6854
580,50,4.6724
580,913,4.6709
580,1467,4.6519
580,250,4.6237
580,267,4.6204
580,181,4.5669
580,101,4.5475
580,42,4.5316
580,172,4.4908
581,1367,4.8168
581,1405,4.8127
581,253,4.7251
581,654,4.6974
581,1589,4.6247
581,1524,4.6156
581,114,4.6054
581,1143,4.5921
581,1375,4.5454
581,56,4.5453
582,1449,4.8295
582,119,4.6733
582,127,4.6424
582,302,4.6151
582,114,4.5611
582,175,4.5413
582,56,4.509
582,12,4.4911
582,320,4.4892
582,89,4.4846
583,1449,5.1641
583,1642,5.148
583,1398,5.0909
583,474,5.0423
583,285,4.9915
583,1589,4.9629
583,1639,4.9596
583,100,4.9577
583,56,4.9516
583,1524,4.9408
584,64,4.263
584,57,4.2516
584,1192,4.2006
584,228,4.1227
584,258,4.1159
584,313,4.105
584,408,4.1047
584,50,4.0887
584,318,4.0526
584,1167,4.0198
585,1512,4.8666
585,1449,4.787
585,1193,4.5982
585,1558,4.5629
585,707,4.5163
585,650,4.433
585,262,4.4095
585,1642,4.3932
585,483,4.3703
585,1639,4.3224
586,787,4.0836
586,963,3.9827
586,316,3.9
586,313,3.8892
586,22,3.8796
586,613,3.879
586,1218,3.8778
586,96,3.8708
586,117,3.8701
586,56,3.8438
587,1368,4.2485
587,1642,4.2456
587,904,4.2375
587,634,4.2208
587,318,4.2141
587,813,4.1623
587,488,4.1385
587,1022,4.1379
587,1651,4.1367
587,1650,4.1367
588,394,5.001
588,1169,4.7396
588,316,4.7308
588,1218,4.7209
588,272,4.7123
588,966,4.699
588,1664,4.6749
588,83,4.6585
588,487,4.6184
588,181,4.6172
589,155,5.334
589,776,5.2966
589,1053,5.0596
589,34,4.9945
589,313,4.8621
589,866,4.8317
589,739,4.8248
589,22,4.8238
589,79,4.808
589,143,4.8038
590,1405,5.0399
590,1558,4.7419
590,533,4.6284
590,543,4.6084
590,753,4.5486
590,59,4.5421
590,60,4.4902
590,1642,4.4669
590,14,4.4565
590,285,4.4422
591,1642,4.6617
591,1398,4.6343
591,1449,4.5721
591,318,4.5326
591,483,4.5046
591,1405,4.485
591,603,4.426
591,285,4.4014
591,1137,4.3703
591,64,4.3554
592,56,5.1782
592,192,5.0781
592,64,5.0697
592,1143,5.0197
592,357,5.0139
592,1449,5.0111
592,98,5.0102
592,169,4.9992
592,12,4.9908
592,180,4.9869
593,64,4.5512
593,316,4.5146
593,963,4.4869
593,22,4.4754
593,496,4.4462
593,318,4.4166
593,69,4.4108
593,178,4.3493
593,272,4.3472
593,313,4.3379
594,318,4.1351
594,1449,4.0294
594,64,4.0263
594,515,4.0212
594,408,4.0063
594,1398,3.966
594,251,3.9578
594,657,3.9498
594,12,3.948
594,223,3.9476
595,180,4.7323
595,1449,4.6759
595,483,4.6621
595,56,4.5996
595,127,4.5922
595,1642,4.5887
595,1398,4.5811
595,178,4.5773
595,1143,4.5694
595,64,4.5669
596,313,4.6015
596,318,4.4904
596,272,4.4176
596,22,4.2564
596,64,4.2436
596,316,4.0633
596,969,4.0425
596,143,4.0376
596,79,4.0314
596,11,4.0247
597,963,4.5814
597,96,4.4696
597,1218,4.44
597,507,4.4296
597,752,4.4021
597,50,4.3489
597,344,4.3176
597,195,4.2864
597,251,4.2805
597,174,4.2613
598,1039,4.5699
598,64,4.5537
598,169,4.5498
598,1159,4.5413
598,524,4.5393
598,963,4.4817
598,223,4.4724
598,275,4.469
598,246,4.4605
598,318,4.4595
599,241,5.0192
599,1016,4.8668
599,117,4.8653
599,1042,4.7904
599,300,4.752
599,1468,4.7425
599,282,4.7166
599,1220,4.6679
599,385,4.6573
599,64,4.6462
600,1449,5.0232
600,127,4.6976
600,1131,4.6473
600,1122,4.6431
600,1651,4.6344
600,1650,4.6344
600,1645,4.6344
600,1636,4.6344
600,1631,4.6344
600,98,4.6251
601,1589,4.4942
601,57,4.4563
601,647,4.4439
601,1405,4.3709
601,919,4.3604
601,921,4.3263
601,1167,4.3188
601,1449,4.291
601,1084,4.2629
601,114,4.2488
602,1589,4.8354
602,313,4.7776
602,50,4.7365
602,169,4.7364
602,1169,4.7331
602,318,4.7038
602,64,4.6961
602,173,4.6822
602,174,4.6664
602,520,4.6344
603,1240,4.6939
603,1589,4.6514
603,745,4.6236
603,169,4.6197
603,524,4.5774
603,645,4.5262
603,313,4.4455
603,114,4.4315
603,189,4.3941
603,173,4.3668
604,634,4.7135
604,954,4.2943
604,624,4.2904
604,670,4.2326
604,567,4.2113
604,741,4.1293
604,305,4.0385
604,1063,4.0114
604,448,3.989
604,675,3.973
605,318,4.8501
605,483,4.7771
605,357,4.7662
605,1449,4.759
605,694,4.7491
605,119,4.7134
605,64,4.7089
605,427,4.6985
605,127,4.6929
605,191,4.681
606,318,4.7455
606,1449,4.7303
606,64,4.6965
606,50,4.6845
606,963,4.669
606,408,4.6437
606,1169,4.5892
606,313,4.5709
606,169,4.5675
606,83,4.5617
607,1449,4.6199
607,127,4.4622
607,119,4.4553
607,654,4.4443
607,114,4.4238
607,56,4.3975
607,474,4.3604
607,1642,4.3379
607,60,4.3226
607,1398,4.3131
608,313,4.7937
608,1262,4.6751
608,357,4.5963
608,192,4.5576
608,607,4.5501
608,98,4.5484
608,1022,4.5419
608,1172,4.5008
608,318,4.4879
608,1063,4.4696
609,313,4.4549
609,1005,4.3612
609,1240,4.1774
609,727,4.1397
609,877,4.1181
609,543,4.0933
609,963,4.0773
609,887,4.048
609,660,4.0372
609,1086,3.9566
610,318,4.4892
610,483,4.3361
610,127,4.3237
